33	90631
34	91741
34	91755
209	75007
217	75069
217	75074
217	75098
32	92397
27	93523
205	77357
205	77365
204	77535
12	85212
12	85215
12	85263
12	85045
12	85048
12	85050
12	85053
12	85054
12	85085
12	85086
12	85087
79	60467
79	60803
79	60805
79	60827
209	75125
209	75154
34	90261
34	90275
33	90680
34	90703
206	77546
206	77581
12	85233
12	85296
205	77053
205	77477
205	77489
205	77494
75	60101
79	60155
79	60526
79	60706
79	60707
79	60804
22	91361
22	91362
