38	90631
38	91741
38	91755
219	75007
219	75069
219	75074
219	75098
34	92397
34	93523
223	77357
223	77365
223	77535
15	85212
15	85215
15	85263
13	85045
13	85048
13	85050
13	85053
13	85054
13	85085
13	85086
13	85087
80	60467
80	60803
80	60805
80	60827
220	75125
220	75154
35	90261
35	90275
35	90680
35	90703
222	77546
222	77581
14	85233
14	85296
221	77053
221	77477
221	77489
221	77494
81	60101
81	60155
81	60526
81	60706
81	60707
81	60804
36	91361
36	91362
